gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary
Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),89.43,6451.54,No,0
Female,1,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,94.6,3691.99,No,0
Male,0,No,No,33,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48.84,1629.2,No,0
Male,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.72,445.14,No,0
Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.48,276.07,Yes,1
Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.91,463.32,No,0
Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,60.63,237.19,Yes,1
Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.38,204.71,Yes,1
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),90.8,999.13,No,0
Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),68.7,1158.73,Yes,1
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,88.11,6342.22,No,0
Female,0,Yes,No,13,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),58.55,767.09,Yes,1
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.54,51.85,No,0
Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,3199.02,No,0
Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.5,221.74,No,0
Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,88.95,1777.33,No,0
Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,74.93,69.23,No,0
Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),15.76,303.48,No,0
Male,0,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,49.4,445.93,No,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,79.3,83.32,No,0
Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,83.85,2513.46,No,0
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.04,42.97,Yes,1
Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),92.53,3144.28,No,0
Female,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.88,937.2,Yes,1
Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.13,1117.13,Yes,1
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.74,29.58,No,0
Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,14.14,83.0,No,0
Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),92.18,274.42,Yes,1
Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.92,101.47,Yes,1
Male,0,Yes,No,37,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,64.3,2380.09,No,0
Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),98.6,1098.79,No,0
Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.6,805.97,No,0
Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.08,269.1,No,0
Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.87,1025.46,Yes,1
Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),88.49,5763.59,No,0
Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,73.4,437.33,No,0
Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,85.65,774.19,No,0
Female,0,No,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,65.97,578.01,No,0
Female,1,Yes,No,64,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,63.45,4048.43,No,0
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.66,341.89,No,0
Male,0,No,No,46,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.3,2602.4,No,0
Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),59.92,65.9,Yes,1
Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.76,981.86,Yes,1
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,87.19,4283.34,No,0
Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.09,199.43,No,0
Female,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.84,1985.81,No,0
Female,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.06,294.19,Yes,1
Female,0,No,No,72,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,61.08,4393.51,No,0
Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,52.9,1696.09,No,0
Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,76.6,5513.57,No,0
Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.6,90.65,No,0
Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,71.19,1489.24,No,0
Male,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.45,375.05,No,0
Male,0,Yes,No,28,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.07,1538.19,No,0
Male,1,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),11.37,809.4,No,0
Male,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,67.2,3897.0,No,0
Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),50.81,91.58,Yes,1
Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.74,1246.24,No,0
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,88.18,6332.62,No,0
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.49,125.97,Yes,1
Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,82.56,89.9,Yes,1
Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.09,268.23,No,0
Male,0,No,Yes,6,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.87,307.54,No,0
Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),92.73,3062.69,No,0
Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.93,2408.94,No,0
Female,0,Yes,No,72,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,62.1,4467.85,No,0
Female,0,No,Yes,1,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),79.95,91.15,No,0
Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),56.98,1094.18,No,0
Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.74,1943.95,No,0
Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.72,539.34,No,0
Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,75.92,829.48,No,0
Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),17.4,174.25,Yes,1
Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.2,953.81,Yes,1
Female,0,No,No,18,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.74,1115.61,Yes,1
Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.06,1204.64,No,0
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.81,484.63,Yes,1
Male,0,No,Yes,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),76.7,70.55,No,0
Male,0,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.08,593.28,Yes,1
Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.24,484.38,Yes,1
Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.27,987.91,No,0
Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,78.33,1975.26,No,0
Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.89,700.12,Yes,1
Female,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.6,64.34,Yes,1
Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,62.78,196.82,Yes,1
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.74,5467.96,No,0
Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.01,135.44,Yes,1
Male,0,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),68.79,1040.4,No,0
Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),83.06,417.74,No,0
Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),69.99,1807.74,No,0
Female,0,Yes,No,30,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.83,2068.85,No,0
Female,0,No,No,34,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,47.59,1610.8,No,0
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.72,1323.33,No,0
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),80.01,981.22,No,0
Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,80.92,1123.71,No,0
Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.15,941.93,No,0
Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.07,855.4,No,0
Male,1,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),57.56,231.74,Yes,1
Female,1,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.66,119.62,No,0
Female,0,Yes,Yes,5,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.07,430.85,No,0
Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,73.68,5291.48,No,0
Female,1,No,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,53.38,3826.73,No,0
Male,0,Yes,No,8,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.34,480.03,Yes,1
Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,87.43,333.05,No,0
Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.2,2712.19,No,0
Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.84,1561.25,Yes,1
Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,66.46,331.3,Yes,1
Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.23,248.73,No,0
Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),91.6,546.12,Yes,1
Male,1,No,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,53.39,3840.84,No,0
Female,0,No,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.38,448.64,No,0
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.96,81.49,No,0
Female,0,No,Yes,9,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,48.49,433.7,No,0
Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.71,471.41,No,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.83,41.78,Yes,1
Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,71.28,3853.97,No,0
Male,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.61,555.1,No,0
Male,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.06,1780.89,No,0
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.76,1634.61,No,0
Male,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,59.85,424.12,Yes,1
Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,54.05,3891.94,No,0
Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.08,96.17,No,0
Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,82.63,1886.08,No,0
Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,52.27,1281.73,No,0
Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.89,914.59,No,0
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.41,1626.77,No,0
Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.36,100.95,Yes,1
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,72.67,816.28,No,0
Male,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.29,3730.24,No,0
Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.99,1032.07,Yes,1
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.68,330.96,No,0
Male,1,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,1208.16,No,0
Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),73.22,655.14,No,0
Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.66,222.28,Yes,1
Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),64.75,4656.92,No,0
Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,71.42,1852.37,No,0
Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.93,113.63,Yes,1
Male,0,No,No,13,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,67.97,895.01,No,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.27,867.07,No,0
Female,0,Yes,No,27,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.43,2125.85,No,0
Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,94.99,2739.93,No,0
Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.57,78.7,No,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),91.62,373.45,Yes,1
Male,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.71,524.44,Yes,1
Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.78,426.71,Yes,1
Male,0,Yes,No,28,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,52.73,1472.25,No,0
Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.81,71.6,No,0
Female,0,Yes,No,21,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.03,1065.58,Yes,1
Female,1,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.62,4410.33,No,0
Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.3,890.38,Yes,1
Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),89.23,4270.57,No,0
Female,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.11,1782.91,No,0
Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),75.78,3632.53,No,0
